annots,mix,music,sfx,speech
D:\dnr\tr\91264\annots.csv,D:\dnr\tr\91264\mix.wav,D:\dnr\tr\91264\music.wav,D:\dnr\tr\91264\sfx.wav,D:\dnr\tr\91264\speech.wav
D:\dnr\tr\91277\annots.csv,D:\dnr\tr\91277\mix.wav,D:\dnr\tr\91277\music.wav,D:\dnr\tr\91277\sfx.wav,D:\dnr\tr\91277\speech.wav
D:\dnr\tr\91280\annots.csv,D:\dnr\tr\91280\mix.wav,D:\dnr\tr\91280\music.wav,D:\dnr\tr\91280\sfx.wav,D:\dnr\tr\91280\speech.wav
D:\dnr\tr\91327\annots.csv,D:\dnr\tr\91327\mix.wav,D:\dnr\tr\91327\music.wav,D:\dnr\tr\91327\sfx.wav,D:\dnr\tr\91327\speech.wav
D:\dnr\tr\91402\annots.csv,D:\dnr\tr\91402\mix.wav,D:\dnr\tr\91402\music.wav,D:\dnr\tr\91402\sfx.wav,D:\dnr\tr\91402\speech.wav
D:\dnr\tr\91411\annots.csv,D:\dnr\tr\91411\mix.wav,D:\dnr\tr\91411\music.wav,D:\dnr\tr\91411\sfx.wav,D:\dnr\tr\91411\speech.wav
D:\dnr\tr\91452\annots.csv,D:\dnr\tr\91452\mix.wav,D:\dnr\tr\91452\music.wav,D:\dnr\tr\91452\sfx.wav,D:\dnr\tr\91452\speech.wav
D:\dnr\tr\91523\annots.csv,D:\dnr\tr\91523\mix.wav,D:\dnr\tr\91523\music.wav,D:\dnr\tr\91523\sfx.wav,D:\dnr\tr\91523\speech.wav
D:\dnr\tr\9156\annots.csv,D:\dnr\tr\9156\mix.wav,D:\dnr\tr\9156\music.wav,D:\dnr\tr\9156\sfx.wav,D:\dnr\tr\9156\speech.wav
D:\dnr\tr\91600\annots.csv,D:\dnr\tr\91600\mix.wav,D:\dnr\tr\91600\music.wav,D:\dnr\tr\91600\sfx.wav,D:\dnr\tr\91600\speech.wav
D:\dnr\tr\91616\annots.csv,D:\dnr\tr\91616\mix.wav,D:\dnr\tr\91616\music.wav,D:\dnr\tr\91616\sfx.wav,D:\dnr\tr\91616\speech.wav
D:\dnr\tr\9165\annots.csv,D:\dnr\tr\9165\mix.wav,D:\dnr\tr\9165\music.wav,D:\dnr\tr\9165\sfx.wav,D:\dnr\tr\9165\speech.wav
D:\dnr\tr\9166\annots.csv,D:\dnr\tr\9166\mix.wav,D:\dnr\tr\9166\music.wav,D:\dnr\tr\9166\sfx.wav,D:\dnr\tr\9166\speech.wav
D:\dnr\tr\91667\annots.csv,D:\dnr\tr\91667\mix.wav,D:\dnr\tr\91667\music.wav,D:\dnr\tr\91667\sfx.wav,D:\dnr\tr\91667\speech.wav
D:\dnr\tr\91676\annots.csv,D:\dnr\tr\91676\mix.wav,D:\dnr\tr\91676\music.wav,D:\dnr\tr\91676\sfx.wav,D:\dnr\tr\91676\speech.wav
D:\dnr\tr\91756\annots.csv,D:\dnr\tr\91756\mix.wav,D:\dnr\tr\91756\music.wav,D:\dnr\tr\91756\sfx.wav,D:\dnr\tr\91756\speech.wav
D:\dnr\tr\9177\annots.csv,D:\dnr\tr\9177\mix.wav,D:\dnr\tr\9177\music.wav,D:\dnr\tr\9177\sfx.wav,D:\dnr\tr\9177\speech.wav
D:\dnr\tr\91794\annots.csv,D:\dnr\tr\91794\mix.wav,D:\dnr\tr\91794\music.wav,D:\dnr\tr\91794\sfx.wav,D:\dnr\tr\91794\speech.wav
D:\dnr\tr\91830\annots.csv,D:\dnr\tr\91830\mix.wav,D:\dnr\tr\91830\music.wav,D:\dnr\tr\91830\sfx.wav,D:\dnr\tr\91830\speech.wav
D:\dnr\tr\91833\annots.csv,D:\dnr\tr\91833\mix.wav,D:\dnr\tr\91833\music.wav,D:\dnr\tr\91833\sfx.wav,D:\dnr\tr\91833\speech.wav
D:\dnr\tr\91835\annots.csv,D:\dnr\tr\91835\mix.wav,D:\dnr\tr\91835\music.wav,D:\dnr\tr\91835\sfx.wav,D:\dnr\tr\91835\speech.wav
D:\dnr\tr\91871\annots.csv,D:\dnr\tr\91871\mix.wav,D:\dnr\tr\91871\music.wav,D:\dnr\tr\91871\sfx.wav,D:\dnr\tr\91871\speech.wav
D:\dnr\tr\91945\annots.csv,D:\dnr\tr\91945\mix.wav,D:\dnr\tr\91945\music.wav,D:\dnr\tr\91945\sfx.wav,D:\dnr\tr\91945\speech.wav
D:\dnr\tr\91955\annots.csv,D:\dnr\tr\91955\mix.wav,D:\dnr\tr\91955\music.wav,D:\dnr\tr\91955\sfx.wav,D:\dnr\tr\91955\speech.wav
D:\dnr\tr\91994\annots.csv,D:\dnr\tr\91994\mix.wav,D:\dnr\tr\91994\music.wav,D:\dnr\tr\91994\sfx.wav,D:\dnr\tr\91994\speech.wav
D:\dnr\tr\92003\annots.csv,D:\dnr\tr\92003\mix.wav,D:\dnr\tr\92003\music.wav,D:\dnr\tr\92003\sfx.wav,D:\dnr\tr\92003\speech.wav
D:\dnr\tr\92027\annots.csv,D:\dnr\tr\92027\mix.wav,D:\dnr\tr\92027\music.wav,D:\dnr\tr\92027\sfx.wav,D:\dnr\tr\92027\speech.wav
D:\dnr\tr\92081\annots.csv,D:\dnr\tr\92081\mix.wav,D:\dnr\tr\92081\music.wav,D:\dnr\tr\92081\sfx.wav,D:\dnr\tr\92081\speech.wav
D:\dnr\tr\92090\annots.csv,D:\dnr\tr\92090\mix.wav,D:\dnr\tr\92090\music.wav,D:\dnr\tr\92090\sfx.wav,D:\dnr\tr\92090\speech.wav
D:\dnr\tr\92112\annots.csv,D:\dnr\tr\92112\mix.wav,D:\dnr\tr\92112\music.wav,D:\dnr\tr\92112\sfx.wav,D:\dnr\tr\92112\speech.wav
D:\dnr\tr\92129\annots.csv,D:\dnr\tr\92129\mix.wav,D:\dnr\tr\92129\music.wav,D:\dnr\tr\92129\sfx.wav,D:\dnr\tr\92129\speech.wav
D:\dnr\tr\9213\annots.csv,D:\dnr\tr\9213\mix.wav,D:\dnr\tr\9213\music.wav,D:\dnr\tr\9213\sfx.wav,D:\dnr\tr\9213\speech.wav
D:\dnr\tr\92146\annots.csv,D:\dnr\tr\92146\mix.wav,D:\dnr\tr\92146\music.wav,D:\dnr\tr\92146\sfx.wav,D:\dnr\tr\92146\speech.wav
D:\dnr\tr\92230\annots.csv,D:\dnr\tr\92230\mix.wav,D:\dnr\tr\92230\music.wav,D:\dnr\tr\92230\sfx.wav,D:\dnr\tr\92230\speech.wav
D:\dnr\tr\92310\annots.csv,D:\dnr\tr\92310\mix.wav,D:\dnr\tr\92310\music.wav,D:\dnr\tr\92310\sfx.wav,D:\dnr\tr\92310\speech.wav
D:\dnr\tr\92318\annots.csv,D:\dnr\tr\92318\mix.wav,D:\dnr\tr\92318\music.wav,D:\dnr\tr\92318\sfx.wav,D:\dnr\tr\92318\speech.wav
D:\dnr\tr\9232\annots.csv,D:\dnr\tr\9232\mix.wav,D:\dnr\tr\9232\music.wav,D:\dnr\tr\9232\sfx.wav,D:\dnr\tr\9232\speech.wav
D:\dnr\tr\92325\annots.csv,D:\dnr\tr\92325\mix.wav,D:\dnr\tr\92325\music.wav,D:\dnr\tr\92325\sfx.wav,D:\dnr\tr\92325\speech.wav
D:\dnr\tr\92333\annots.csv,D:\dnr\tr\92333\mix.wav,D:\dnr\tr\92333\music.wav,D:\dnr\tr\92333\sfx.wav,D:\dnr\tr\92333\speech.wav
D:\dnr\tr\92339\annots.csv,D:\dnr\tr\92339\mix.wav,D:\dnr\tr\92339\music.wav,D:\dnr\tr\92339\sfx.wav,D:\dnr\tr\92339\speech.wav
D:\dnr\tr\92401\annots.csv,D:\dnr\tr\92401\mix.wav,D:\dnr\tr\92401\music.wav,D:\dnr\tr\92401\sfx.wav,D:\dnr\tr\92401\speech.wav
D:\dnr\tr\92412\annots.csv,D:\dnr\tr\92412\mix.wav,D:\dnr\tr\92412\music.wav,D:\dnr\tr\92412\sfx.wav,D:\dnr\tr\92412\speech.wav
D:\dnr\tr\92437\annots.csv,D:\dnr\tr\92437\mix.wav,D:\dnr\tr\92437\music.wav,D:\dnr\tr\92437\sfx.wav,D:\dnr\tr\92437\speech.wav
D:\dnr\tr\92444\annots.csv,D:\dnr\tr\92444\mix.wav,D:\dnr\tr\92444\music.wav,D:\dnr\tr\92444\sfx.wav,D:\dnr\tr\92444\speech.wav
D:\dnr\tr\92448\annots.csv,D:\dnr\tr\92448\mix.wav,D:\dnr\tr\92448\music.wav,D:\dnr\tr\92448\sfx.wav,D:\dnr\tr\92448\speech.wav
D:\dnr\tr\92456\annots.csv,D:\dnr\tr\92456\mix.wav,D:\dnr\tr\92456\music.wav,D:\dnr\tr\92456\sfx.wav,D:\dnr\tr\92456\speech.wav
D:\dnr\tr\92538\annots.csv,D:\dnr\tr\92538\mix.wav,D:\dnr\tr\92538\music.wav,D:\dnr\tr\92538\sfx.wav,D:\dnr\tr\92538\speech.wav
D:\dnr\tr\9254\annots.csv,D:\dnr\tr\9254\mix.wav,D:\dnr\tr\9254\music.wav,D:\dnr\tr\9254\sfx.wav,D:\dnr\tr\9254\speech.wav
D:\dnr\tr\926\annots.csv,D:\dnr\tr\926\mix.wav,D:\dnr\tr\926\music.wav,D:\dnr\tr\926\sfx.wav,D:\dnr\tr\926\speech.wav
D:\dnr\tr\92641\annots.csv,D:\dnr\tr\92641\mix.wav,D:\dnr\tr\92641\music.wav,D:\dnr\tr\92641\sfx.wav,D:\dnr\tr\92641\speech.wav
D:\dnr\tr\92649\annots.csv,D:\dnr\tr\92649\mix.wav,D:\dnr\tr\92649\music.wav,D:\dnr\tr\92649\sfx.wav,D:\dnr\tr\92649\speech.wav
D:\dnr\tr\92658\annots.csv,D:\dnr\tr\92658\mix.wav,D:\dnr\tr\92658\music.wav,D:\dnr\tr\92658\sfx.wav,D:\dnr\tr\92658\speech.wav
D:\dnr\tr\92682\annots.csv,D:\dnr\tr\92682\mix.wav,D:\dnr\tr\92682\music.wav,D:\dnr\tr\92682\sfx.wav,D:\dnr\tr\92682\speech.wav
D:\dnr\tr\92709\annots.csv,D:\dnr\tr\92709\mix.wav,D:\dnr\tr\92709\music.wav,D:\dnr\tr\92709\sfx.wav,D:\dnr\tr\92709\speech.wav
D:\dnr\tr\92751\annots.csv,D:\dnr\tr\92751\mix.wav,D:\dnr\tr\92751\music.wav,D:\dnr\tr\92751\sfx.wav,D:\dnr\tr\92751\speech.wav
D:\dnr\tr\92864\annots.csv,D:\dnr\tr\92864\mix.wav,D:\dnr\tr\92864\music.wav,D:\dnr\tr\92864\sfx.wav,D:\dnr\tr\92864\speech.wav
D:\dnr\tr\92873\annots.csv,D:\dnr\tr\92873\mix.wav,D:\dnr\tr\92873\music.wav,D:\dnr\tr\92873\sfx.wav,D:\dnr\tr\92873\speech.wav
D:\dnr\tr\92903\annots.csv,D:\dnr\tr\92903\mix.wav,D:\dnr\tr\92903\music.wav,D:\dnr\tr\92903\sfx.wav,D:\dnr\tr\92903\speech.wav
D:\dnr\tr\92964\annots.csv,D:\dnr\tr\92964\mix.wav,D:\dnr\tr\92964\music.wav,D:\dnr\tr\92964\sfx.wav,D:\dnr\tr\92964\speech.wav
D:\dnr\tr\930\annots.csv,D:\dnr\tr\930\mix.wav,D:\dnr\tr\930\music.wav,D:\dnr\tr\930\sfx.wav,D:\dnr\tr\930\speech.wav
D:\dnr\tr\9300\annots.csv,D:\dnr\tr\9300\mix.wav,D:\dnr\tr\9300\music.wav,D:\dnr\tr\9300\sfx.wav,D:\dnr\tr\9300\speech.wav
D:\dnr\tr\93049\annots.csv,D:\dnr\tr\93049\mix.wav,D:\dnr\tr\93049\music.wav,D:\dnr\tr\93049\sfx.wav,D:\dnr\tr\93049\speech.wav
D:\dnr\tr\93086\annots.csv,D:\dnr\tr\93086\mix.wav,D:\dnr\tr\93086\music.wav,D:\dnr\tr\93086\sfx.wav,D:\dnr\tr\93086\speech.wav
D:\dnr\tr\93092\annots.csv,D:\dnr\tr\93092\mix.wav,D:\dnr\tr\93092\music.wav,D:\dnr\tr\93092\sfx.wav,D:\dnr\tr\93092\speech.wav
D:\dnr\tr\93105\annots.csv,D:\dnr\tr\93105\mix.wav,D:\dnr\tr\93105\music.wav,D:\dnr\tr\93105\sfx.wav,D:\dnr\tr\93105\speech.wav
D:\dnr\tr\9312\annots.csv,D:\dnr\tr\9312\mix.wav,D:\dnr\tr\9312\music.wav,D:\dnr\tr\9312\sfx.wav,D:\dnr\tr\9312\speech.wav
D:\dnr\tr\93134\annots.csv,D:\dnr\tr\93134\mix.wav,D:\dnr\tr\93134\music.wav,D:\dnr\tr\93134\sfx.wav,D:\dnr\tr\93134\speech.wav
D:\dnr\tr\93158\annots.csv,D:\dnr\tr\93158\mix.wav,D:\dnr\tr\93158\music.wav,D:\dnr\tr\93158\sfx.wav,D:\dnr\tr\93158\speech.wav
D:\dnr\tr\93161\annots.csv,D:\dnr\tr\93161\mix.wav,D:\dnr\tr\93161\music.wav,D:\dnr\tr\93161\sfx.wav,D:\dnr\tr\93161\speech.wav
D:\dnr\tr\93176\annots.csv,D:\dnr\tr\93176\mix.wav,D:\dnr\tr\93176\music.wav,D:\dnr\tr\93176\sfx.wav,D:\dnr\tr\93176\speech.wav
D:\dnr\tr\93216\annots.csv,D:\dnr\tr\93216\mix.wav,D:\dnr\tr\93216\music.wav,D:\dnr\tr\93216\sfx.wav,D:\dnr\tr\93216\speech.wav
D:\dnr\tr\93224\annots.csv,D:\dnr\tr\93224\mix.wav,D:\dnr\tr\93224\music.wav,D:\dnr\tr\93224\sfx.wav,D:\dnr\tr\93224\speech.wav
D:\dnr\tr\93227\annots.csv,D:\dnr\tr\93227\mix.wav,D:\dnr\tr\93227\music.wav,D:\dnr\tr\93227\sfx.wav,D:\dnr\tr\93227\speech.wav
D:\dnr\tr\93324\annots.csv,D:\dnr\tr\93324\mix.wav,D:\dnr\tr\93324\music.wav,D:\dnr\tr\93324\sfx.wav,D:\dnr\tr\93324\speech.wav
D:\dnr\tr\93325\annots.csv,D:\dnr\tr\93325\mix.wav,D:\dnr\tr\93325\music.wav,D:\dnr\tr\93325\sfx.wav,D:\dnr\tr\93325\speech.wav
D:\dnr\tr\93427\annots.csv,D:\dnr\tr\93427\mix.wav,D:\dnr\tr\93427\music.wav,D:\dnr\tr\93427\sfx.wav,D:\dnr\tr\93427\speech.wav
D:\dnr\tr\93450\annots.csv,D:\dnr\tr\93450\mix.wav,D:\dnr\tr\93450\music.wav,D:\dnr\tr\93450\sfx.wav,D:\dnr\tr\93450\speech.wav
D:\dnr\tr\93515\annots.csv,D:\dnr\tr\93515\mix.wav,D:\dnr\tr\93515\music.wav,D:\dnr\tr\93515\sfx.wav,D:\dnr\tr\93515\speech.wav
D:\dnr\tr\93543\annots.csv,D:\dnr\tr\93543\mix.wav,D:\dnr\tr\93543\music.wav,D:\dnr\tr\93543\sfx.wav,D:\dnr\tr\93543\speech.wav
D:\dnr\tr\93567\annots.csv,D:\dnr\tr\93567\mix.wav,D:\dnr\tr\93567\music.wav,D:\dnr\tr\93567\sfx.wav,D:\dnr\tr\93567\speech.wav
D:\dnr\tr\9360\annots.csv,D:\dnr\tr\9360\mix.wav,D:\dnr\tr\9360\music.wav,D:\dnr\tr\9360\sfx.wav,D:\dnr\tr\9360\speech.wav
D:\dnr\tr\93626\annots.csv,D:\dnr\tr\93626\mix.wav,D:\dnr\tr\93626\music.wav,D:\dnr\tr\93626\sfx.wav,D:\dnr\tr\93626\speech.wav
D:\dnr\tr\93634\annots.csv,D:\dnr\tr\93634\mix.wav,D:\dnr\tr\93634\music.wav,D:\dnr\tr\93634\sfx.wav,D:\dnr\tr\93634\speech.wav
D:\dnr\tr\93665\annots.csv,D:\dnr\tr\93665\mix.wav,D:\dnr\tr\93665\music.wav,D:\dnr\tr\93665\sfx.wav,D:\dnr\tr\93665\speech.wav
D:\dnr\tr\93736\annots.csv,D:\dnr\tr\93736\mix.wav,D:\dnr\tr\93736\music.wav,D:\dnr\tr\93736\sfx.wav,D:\dnr\tr\93736\speech.wav
D:\dnr\tr\93779\annots.csv,D:\dnr\tr\93779\mix.wav,D:\dnr\tr\93779\music.wav,D:\dnr\tr\93779\sfx.wav,D:\dnr\tr\93779\speech.wav
D:\dnr\tr\93830\annots.csv,D:\dnr\tr\93830\mix.wav,D:\dnr\tr\93830\music.wav,D:\dnr\tr\93830\sfx.wav,D:\dnr\tr\93830\speech.wav
D:\dnr\tr\93846\annots.csv,D:\dnr\tr\93846\mix.wav,D:\dnr\tr\93846\music.wav,D:\dnr\tr\93846\sfx.wav,D:\dnr\tr\93846\speech.wav
D:\dnr\tr\93853\annots.csv,D:\dnr\tr\93853\mix.wav,D:\dnr\tr\93853\music.wav,D:\dnr\tr\93853\sfx.wav,D:\dnr\tr\93853\speech.wav
D:\dnr\tr\93860\annots.csv,D:\dnr\tr\93860\mix.wav,D:\dnr\tr\93860\music.wav,D:\dnr\tr\93860\sfx.wav,D:\dnr\tr\93860\speech.wav
D:\dnr\tr\93867\annots.csv,D:\dnr\tr\93867\mix.wav,D:\dnr\tr\93867\music.wav,D:\dnr\tr\93867\sfx.wav,D:\dnr\tr\93867\speech.wav
D:\dnr\tr\93934\annots.csv,D:\dnr\tr\93934\mix.wav,D:\dnr\tr\93934\music.wav,D:\dnr\tr\93934\sfx.wav,D:\dnr\tr\93934\speech.wav
D:\dnr\tr\93953\annots.csv,D:\dnr\tr\93953\mix.wav,D:\dnr\tr\93953\music.wav,D:\dnr\tr\93953\sfx.wav,D:\dnr\tr\93953\speech.wav
D:\dnr\tr\93970\annots.csv,D:\dnr\tr\93970\mix.wav,D:\dnr\tr\93970\music.wav,D:\dnr\tr\93970\sfx.wav,D:\dnr\tr\93970\speech.wav
D:\dnr\tr\93979\annots.csv,D:\dnr\tr\93979\mix.wav,D:\dnr\tr\93979\music.wav,D:\dnr\tr\93979\sfx.wav,D:\dnr\tr\93979\speech.wav
D:\dnr\tr\9404\annots.csv,D:\dnr\tr\9404\mix.wav,D:\dnr\tr\9404\music.wav,D:\dnr\tr\9404\sfx.wav,D:\dnr\tr\9404\speech.wav
D:\dnr\tr\94060\annots.csv,D:\dnr\tr\94060\mix.wav,D:\dnr\tr\94060\music.wav,D:\dnr\tr\94060\sfx.wav,D:\dnr\tr\94060\speech.wav
D:\dnr\tr\94221\annots.csv,D:\dnr\tr\94221\mix.wav,D:\dnr\tr\94221\music.wav,D:\dnr\tr\94221\sfx.wav,D:\dnr\tr\94221\speech.wav
D:\dnr\tr\94353\annots.csv,D:\dnr\tr\94353\mix.wav,D:\dnr\tr\94353\music.wav,D:\dnr\tr\94353\sfx.wav,D:\dnr\tr\94353\speech.wav
D:\dnr\tr\94361\annots.csv,D:\dnr\tr\94361\mix.wav,D:\dnr\tr\94361\music.wav,D:\dnr\tr\94361\sfx.wav,D:\dnr\tr\94361\speech.wav
D:\dnr\tr\94381\annots.csv,D:\dnr\tr\94381\mix.wav,D:\dnr\tr\94381\music.wav,D:\dnr\tr\94381\sfx.wav,D:\dnr\tr\94381\speech.wav
D:\dnr\tr\94430\annots.csv,D:\dnr\tr\94430\mix.wav,D:\dnr\tr\94430\music.wav,D:\dnr\tr\94430\sfx.wav,D:\dnr\tr\94430\speech.wav
D:\dnr\tr\94481\annots.csv,D:\dnr\tr\94481\mix.wav,D:\dnr\tr\94481\music.wav,D:\dnr\tr\94481\sfx.wav,D:\dnr\tr\94481\speech.wav
D:\dnr\tr\94624\annots.csv,D:\dnr\tr\94624\mix.wav,D:\dnr\tr\94624\music.wav,D:\dnr\tr\94624\sfx.wav,D:\dnr\tr\94624\speech.wav
D:\dnr\tr\94649\annots.csv,D:\dnr\tr\94649\mix.wav,D:\dnr\tr\94649\music.wav,D:\dnr\tr\94649\sfx.wav,D:\dnr\tr\94649\speech.wav
D:\dnr\tr\94702\annots.csv,D:\dnr\tr\94702\mix.wav,D:\dnr\tr\94702\music.wav,D:\dnr\tr\94702\sfx.wav,D:\dnr\tr\94702\speech.wav
D:\dnr\tr\94756\annots.csv,D:\dnr\tr\94756\mix.wav,D:\dnr\tr\94756\music.wav,D:\dnr\tr\94756\sfx.wav,D:\dnr\tr\94756\speech.wav
D:\dnr\tr\94757\annots.csv,D:\dnr\tr\94757\mix.wav,D:\dnr\tr\94757\music.wav,D:\dnr\tr\94757\sfx.wav,D:\dnr\tr\94757\speech.wav
D:\dnr\tr\9485\annots.csv,D:\dnr\tr\9485\mix.wav,D:\dnr\tr\9485\music.wav,D:\dnr\tr\9485\sfx.wav,D:\dnr\tr\9485\speech.wav
D:\dnr\tr\94879\annots.csv,D:\dnr\tr\94879\mix.wav,D:\dnr\tr\94879\music.wav,D:\dnr\tr\94879\sfx.wav,D:\dnr\tr\94879\speech.wav
D:\dnr\tr\94893\annots.csv,D:\dnr\tr\94893\mix.wav,D:\dnr\tr\94893\music.wav,D:\dnr\tr\94893\sfx.wav,D:\dnr\tr\94893\speech.wav
D:\dnr\tr\94930\annots.csv,D:\dnr\tr\94930\mix.wav,D:\dnr\tr\94930\music.wav,D:\dnr\tr\94930\sfx.wav,D:\dnr\tr\94930\speech.wav
D:\dnr\tr\94936\annots.csv,D:\dnr\tr\94936\mix.wav,D:\dnr\tr\94936\music.wav,D:\dnr\tr\94936\sfx.wav,D:\dnr\tr\94936\speech.wav
D:\dnr\tr\94951\annots.csv,D:\dnr\tr\94951\mix.wav,D:\dnr\tr\94951\music.wav,D:\dnr\tr\94951\sfx.wav,D:\dnr\tr\94951\speech.wav
D:\dnr\tr\94952\annots.csv,D:\dnr\tr\94952\mix.wav,D:\dnr\tr\94952\music.wav,D:\dnr\tr\94952\sfx.wav,D:\dnr\tr\94952\speech.wav
D:\dnr\tr\94974\annots.csv,D:\dnr\tr\94974\mix.wav,D:\dnr\tr\94974\music.wav,D:\dnr\tr\94974\sfx.wav,D:\dnr\tr\94974\speech.wav
D:\dnr\tr\94990\annots.csv,D:\dnr\tr\94990\mix.wav,D:\dnr\tr\94990\music.wav,D:\dnr\tr\94990\sfx.wav,D:\dnr\tr\94990\speech.wav
D:\dnr\tr\95020\annots.csv,D:\dnr\tr\95020\mix.wav,D:\dnr\tr\95020\music.wav,D:\dnr\tr\95020\sfx.wav,D:\dnr\tr\95020\speech.wav
D:\dnr\tr\95047\annots.csv,D:\dnr\tr\95047\mix.wav,D:\dnr\tr\95047\music.wav,D:\dnr\tr\95047\sfx.wav,D:\dnr\tr\95047\speech.wav
D:\dnr\tr\95063\annots.csv,D:\dnr\tr\95063\mix.wav,D:\dnr\tr\95063\music.wav,D:\dnr\tr\95063\sfx.wav,D:\dnr\tr\95063\speech.wav
D:\dnr\tr\95130\annots.csv,D:\dnr\tr\95130\mix.wav,D:\dnr\tr\95130\music.wav,D:\dnr\tr\95130\sfx.wav,D:\dnr\tr\95130\speech.wav
D:\dnr\tr\9514\annots.csv,D:\dnr\tr\9514\mix.wav,D:\dnr\tr\9514\music.wav,D:\dnr\tr\9514\sfx.wav,D:\dnr\tr\9514\speech.wav
D:\dnr\tr\95146\annots.csv,D:\dnr\tr\95146\mix.wav,D:\dnr\tr\95146\music.wav,D:\dnr\tr\95146\sfx.wav,D:\dnr\tr\95146\speech.wav
D:\dnr\tr\95152\annots.csv,D:\dnr\tr\95152\mix.wav,D:\dnr\tr\95152\music.wav,D:\dnr\tr\95152\sfx.wav,D:\dnr\tr\95152\speech.wav
D:\dnr\tr\95153\annots.csv,D:\dnr\tr\95153\mix.wav,D:\dnr\tr\95153\music.wav,D:\dnr\tr\95153\sfx.wav,D:\dnr\tr\95153\speech.wav
D:\dnr\tr\95171\annots.csv,D:\dnr\tr\95171\mix.wav,D:\dnr\tr\95171\music.wav,D:\dnr\tr\95171\sfx.wav,D:\dnr\tr\95171\speech.wav
D:\dnr\tr\95217\annots.csv,D:\dnr\tr\95217\mix.wav,D:\dnr\tr\95217\music.wav,D:\dnr\tr\95217\sfx.wav,D:\dnr\tr\95217\speech.wav
D:\dnr\tr\95255\annots.csv,D:\dnr\tr\95255\mix.wav,D:\dnr\tr\95255\music.wav,D:\dnr\tr\95255\sfx.wav,D:\dnr\tr\95255\speech.wav
D:\dnr\tr\95266\annots.csv,D:\dnr\tr\95266\mix.wav,D:\dnr\tr\95266\music.wav,D:\dnr\tr\95266\sfx.wav,D:\dnr\tr\95266\speech.wav
D:\dnr\tr\95304\annots.csv,D:\dnr\tr\95304\mix.wav,D:\dnr\tr\95304\music.wav,D:\dnr\tr\95304\sfx.wav,D:\dnr\tr\95304\speech.wav
D:\dnr\tr\95403\annots.csv,D:\dnr\tr\95403\mix.wav,D:\dnr\tr\95403\music.wav,D:\dnr\tr\95403\sfx.wav,D:\dnr\tr\95403\speech.wav
D:\dnr\tr\95434\annots.csv,D:\dnr\tr\95434\mix.wav,D:\dnr\tr\95434\music.wav,D:\dnr\tr\95434\sfx.wav,D:\dnr\tr\95434\speech.wav
D:\dnr\tr\95446\annots.csv,D:\dnr\tr\95446\mix.wav,D:\dnr\tr\95446\music.wav,D:\dnr\tr\95446\sfx.wav,D:\dnr\tr\95446\speech.wav
D:\dnr\tr\95447\annots.csv,D:\dnr\tr\95447\mix.wav,D:\dnr\tr\95447\music.wav,D:\dnr\tr\95447\sfx.wav,D:\dnr\tr\95447\speech.wav
D:\dnr\tr\9545\annots.csv,D:\dnr\tr\9545\mix.wav,D:\dnr\tr\9545\music.wav,D:\dnr\tr\9545\sfx.wav,D:\dnr\tr\9545\speech.wav
D:\dnr\tr\95466\annots.csv,D:\dnr\tr\95466\mix.wav,D:\dnr\tr\95466\music.wav,D:\dnr\tr\95466\sfx.wav,D:\dnr\tr\95466\speech.wav
D:\dnr\tr\95467\annots.csv,D:\dnr\tr\95467\mix.wav,D:\dnr\tr\95467\music.wav,D:\dnr\tr\95467\sfx.wav,D:\dnr\tr\95467\speech.wav
D:\dnr\tr\95476\annots.csv,D:\dnr\tr\95476\mix.wav,D:\dnr\tr\95476\music.wav,D:\dnr\tr\95476\sfx.wav,D:\dnr\tr\95476\speech.wav
D:\dnr\tr\9550\annots.csv,D:\dnr\tr\9550\mix.wav,D:\dnr\tr\9550\music.wav,D:\dnr\tr\9550\sfx.wav,D:\dnr\tr\9550\speech.wav
D:\dnr\tr\95547\annots.csv,D:\dnr\tr\95547\mix.wav,D:\dnr\tr\95547\music.wav,D:\dnr\tr\95547\sfx.wav,D:\dnr\tr\95547\speech.wav
D:\dnr\tr\95574\annots.csv,D:\dnr\tr\95574\mix.wav,D:\dnr\tr\95574\music.wav,D:\dnr\tr\95574\sfx.wav,D:\dnr\tr\95574\speech.wav
D:\dnr\tr\95575\annots.csv,D:\dnr\tr\95575\mix.wav,D:\dnr\tr\95575\music.wav,D:\dnr\tr\95575\sfx.wav,D:\dnr\tr\95575\speech.wav
D:\dnr\tr\95587\annots.csv,D:\dnr\tr\95587\mix.wav,D:\dnr\tr\95587\music.wav,D:\dnr\tr\95587\sfx.wav,D:\dnr\tr\95587\speech.wav
D:\dnr\tr\95602\annots.csv,D:\dnr\tr\95602\mix.wav,D:\dnr\tr\95602\music.wav,D:\dnr\tr\95602\sfx.wav,D:\dnr\tr\95602\speech.wav
D:\dnr\tr\95613\annots.csv,D:\dnr\tr\95613\mix.wav,D:\dnr\tr\95613\music.wav,D:\dnr\tr\95613\sfx.wav,D:\dnr\tr\95613\speech.wav
D:\dnr\tr\95634\annots.csv,D:\dnr\tr\95634\mix.wav,D:\dnr\tr\95634\music.wav,D:\dnr\tr\95634\sfx.wav,D:\dnr\tr\95634\speech.wav
D:\dnr\tr\9567\annots.csv,D:\dnr\tr\9567\mix.wav,D:\dnr\tr\9567\music.wav,D:\dnr\tr\9567\sfx.wav,D:\dnr\tr\9567\speech.wav
